WELL,DEPTH,FACIES,W_TAR,SW,VSH,PHI,RW
well-102496,437.0000,5,  0.0000,  1.0000,  1.0000,  0.0000,  1.0540
well-102496,437.2500,5,  0.0000,  1.0000,  0.9560,  0.0160,  1.0540
well-102496,437.5000,5,  0.0000,  1.0000,  0.7760,  0.0830,  1.0540
well-102496,437.7500,4,  0.0000,  1.0000,  0.5830,  0.1540,  1.0540
well-102496,438.0000,2,  0.0000,  1.0000,  0.3830,  0.2280,  1.0540
well-102496,438.2500,2,  0.0000,  1.0000,  0.4890,  0.1890,  1.0530
well-102496,438.5000,4,  0.0000,  1.0000,  0.5520,  0.1660,  1.0530
well-102496,438.7500,2,  0.0000,  1.0000,  0.4500,  0.2040,  1.0530
well-102496,439.0000,2,  0.0000,  1.0000,  0.3950,  0.2240,  1.0530
well-102496,439.2500,2,  0.0000,  1.0000,  0.3720,  0.2320,  1.0530
well-102496,439.5000,2,  0.0000,  1.0000,  0.3810,  0.2290,  1.0530
well-102496,439.7500,2,  0.0000,  1.0000,  0.3900,  0.2260,  1.0530
well-102496,440.0000,4,  0.0000,  1.0000,  0.5600,  0.1630,  1.0530
well-102496,440.2500,4,  0.0000,  1.0000,  0.6950,  0.1130,  1.0530
well-102496,440.5000,5,  0.0000,  1.0000,  0.8040,  0.0730,  1.0530
well-102496,440.7500,5,  0.0000,  1.0000,  0.9110,  0.0330,  1.0520
well-102496,441.0000,5,  0.0000,  1.0000,  0.8010,  0.0740,  1.0520
well-102496,441.2500,4,  0.0000,  1.0000,  0.6300,  0.1370,  1.0520
well-102496,441.5000,4,  0.0000,  1.0000,  0.5470,  0.1680,  1.0520
well-102496,441.7500,4,  0.0000,  1.0000,  0.5190,  0.1780,  1.0520
well-102496,442.0000,4,  0.0000,  1.0000,  0.5560,  0.1640,  1.0520
well-102496,442.2500,4,  0.0000,  1.0000,  0.5790,  0.1560,  1.0520
well-102496,442.5000,4,  0.0000,  1.0000,  0.6000,  0.1480,  1.0520
well-102496,442.7500,4,  0.0000,  1.0000,  0.5610,  0.1620,  1.0520
well-102496,443.0000,4,  0.0000,  1.0000,  0.5170,  0.1790,  1.0510
well-102496,443.2500,4,  0.0000,  1.0000,  0.5350,  0.1720,  1.0510
well-102496,443.5000,4,  0.0000,  1.0000,  0.5750,  0.1570,  1.0510
well-102496,443.7500,4,  0.0000,  1.0000,  0.6090,  0.1450,  1.0510
well-102496,444.0000,4,  0.0000,  1.0000,  0.6610,  0.1250,  1.0510
well-102496,444.2500,5,  0.0000,  1.0000,  0.7100,  0.1070,  1.0510
well-102496,444.5000,5,  0.0000,  1.0000,  0.7610,  0.0880,  1.0510
well-102496,444.7500,5,  0.0000,  1.0000,  0.7490,  0.0930,  1.0510
well-102496,445.0000,5,  0.0000,  1.0000,  0.7220,  0.1030,  1.0510
well-102496,445.2500,5,  0.0000,  1.0000,  0.7030,  0.1100,  1.0510
well-102496,445.5000,5,  0.0000,  1.0000,  0.7030,  0.1100,  1.0500
well-102496,445.7500,5,  0.0000,  1.0000,  0.7120,  0.1070,  1.0500
well-102496,446.0000,5,  0.0000,  1.0000,  0.7200,  0.1000,  1.0500
well-102496,446.2500,4,  0.0000,  1.0000,  0.6880,  0.0970,  1.0500
well-102496,446.5000,4,  0.0000,  1.0000,  0.5910,  0.1510,  1.0500
well-102496,446.7500,2,  0.0000,  1.0000,  0.4850,  0.1910,  1.0500
well-102496,447.0000,2,  0.0030,  0.9710,  0.3860,  0.2270,  1.0500
well-102496,447.2500,0,  0.0000,  1.0000,  0.1870,  0.1740,  1.0500
well-102496,447.5000,3,  0.0000,  1.0000,  0.0000,  0.2230,  1.0500
well-102496,447.7500,0,  0.0000,  1.0000,  0.0000,  0.2630,  1.0500
well-102496,448.0000,1,  0.0280,  0.8170,  0.0520,  0.3230,  1.0490
well-102496,448.2500,1,  0.0400,  0.7440,  0.1350,  0.3200,  1.0490
well-102496,448.5000,1,  0.0380,  0.7380,  0.1790,  0.3040,  1.0490
well-102496,448.7500,1,  0.0360,  0.7480,  0.1930,  0.2990,  1.0490
well-102496,449.0000,1,  0.0340,  0.7710,  0.1760,  0.3050,  1.0490
well-102496,449.2500,1,  0.0340,  0.7710,  0.1740,  0.3060,  1.0490
well-102496,449.5000,1,  0.0350,  0.7590,  0.1930,  0.2990,  1.0490
well-102496,449.7500,1,  0.0370,  0.7460,  0.1810,  0.3030,  1.0490
well-102496,450.0000,1,  0.0370,  0.7430,  0.1880,  0.3000,  1.0490
well-102496,450.2500,1,  0.0300,  0.7640,  0.2820,  0.2660,  1.0480
well-102496,450.5000,2,  0.0190,  0.8220,  0.3960,  0.2240,  1.0480
well-102496,450.7500,4,  0.0070,  0.9090,  0.5270,  0.1750,  1.0480
well-102496,451.0000,4,  0.0000,  1.0000,  0.6730,  0.1110,  1.0480
well-102496,451.2500,5,  0.0000,  1.0000,  0.8080,  0.0280,  1.0480
well-102496,451.5000,5,  0.0000,  1.0000,  0.8650,  0.0220,  1.0480
well-102496,451.7500,5,  0.0000,  1.0000,  0.8920,  0.0210,  1.0480
well-102496,452.0000,5,  0.0000,  1.0000,  0.9350,  0.0080,  1.0480
well-102496,452.2500,5,  0.0000,  1.0000,  0.9790,  0.0010,  1.0480
well-102496,452.5000,5,  0.0000,  1.0000,  1.0000,  0.0000,  1.0480
well-102496,452.7500,5,  0.0000,  1.0000,  0.9700,  0.0090,  1.0470
well-102496,453.0000,5,  0.0000,  1.0000,  0.9380,  0.0230,  1.0470
well-102496,453.2500,5,  0.0000,  1.0000,  0.9090,  0.0340,  1.0470
well-102496,453.5000,5,  0.0000,  1.0000,  0.8550,  0.0540,  1.0470
well-102496,453.7500,5,  0.0000,  1.0000,  0.7700,  0.0850,  1.0470
well-102496,454.0000,5,  0.0000,  1.0000,  0.7150,  0.1050,  1.0470
well-102496,454.2500,4,  0.0000,  1.0000,  0.6780,  0.1190,  1.0470
well-102496,454.5000,4,  0.0000,  1.0000,  0.6570,  0.1270,  1.0470
well-102496,454.7500,4,  0.0000,  1.0000,  0.6260,  0.1380,  1.0470
well-102496,455.0000,4,  0.0000,  1.0000,  0.6090,  0.1450,  1.0470
well-102496,455.2500,4,  0.0000,  1.0000,  0.5860,  0.1530,  1.0460
well-102496,455.5000,4,  0.0000,  1.0000,  0.5740,  0.1580,  1.0460
well-102496,455.7500,4,  0.0000,  1.0000,  0.5790,  0.1560,  1.0460
well-102496,456.0000,4,  0.0000,  1.0000,  0.5830,  0.1540,  1.0460
well-102496,456.2500,4,  0.0000,  1.0000,  0.5910,  0.1510,  1.0460
well-102496,456.5000,4,  0.0000,  1.0000,  0.5810,  0.1550,  1.0460
well-102496,456.7500,4,  0.0000,  1.0000,  0.6240,  0.1390,  1.0460
well-102496,457.0000,4,  0.0000,  1.0000,  0.6680,  0.1230,  1.0460
well-102496,457.2500,5,  0.0000,  1.0000,  0.7090,  0.1080,  1.0460
well-102496,457.5000,5,  0.0000,  1.0000,  0.7220,  0.1030,  1.0460
well-102496,457.7500,5,  0.0000,  1.0000,  0.7090,  0.1080,  1.0450
well-102496,458.0000,4,  0.0000,  1.0000,  0.6660,  0.1240,  1.0450
well-102496,458.2500,4,  0.0000,  1.0000,  0.5490,  0.1670,  1.0450
well-102496,458.5000,2,  0.0000,  1.0000,  0.3980,  0.2230,  1.0450
well-102496,458.7500,1,  0.0000,  1.0000,  0.2890,  0.2630,  1.0450
well-102496,459.0000,2,  0.0000,  1.0000,  0.3610,  0.2360,  1.0450
well-102496,459.2500,2,  0.0000,  1.0000,  0.3930,  0.2250,  1.0450
well-102496,459.5000,2,  0.0000,  1.0000,  0.3730,  0.2320,  1.0450
well-102496,459.7500,2,  0.0000,  1.0000,  0.3370,  0.2450,  1.0450
well-102496,460.0000,1,  0.0000,  1.0000,  0.2820,  0.2660,  1.0440
well-102496,460.2500,1,  0.0030,  0.9810,  0.2210,  0.2880,  1.0440
well-102496,460.5000,1,  0.0100,  0.9240,  0.2370,  0.2820,  1.0440
well-102496,460.7500,1,  0.0200,  0.8540,  0.2100,  0.2920,  1.0440
well-102496,461.0000,3,  0.0060,  0.9470,  0.1430,  0.2650,  1.0440
well-102496,461.2500,3,  0.0000,  1.0000,  0.0000,  0.1810,  1.0440
well-102496,461.5000,1,  0.0000,  1.0000,  0.0640,  0.2160,  1.0440
well-102496,461.7500,1,  0.0000,  1.0000,  0.2420,  0.2230,  1.0440
well-102496,462.0000,2,  0.0110,  0.9060,  0.3180,  0.2490,  1.0440
well-102496,462.2500,2,  0.0060,  0.9470,  0.3460,  0.2420,  1.0440
well-102496,462.5000,2,  0.0000,  1.0000,  0.3580,  0.2380,  1.0430
well-102496,462.7500,2,  0.0000,  1.0000,  0.3620,  0.2360,  1.0430
well-102496,463.0000,2,  0.0000,  1.0000,  0.3610,  0.2360,  1.0430
well-102496,463.2500,2,  0.0000,  1.0000,  0.3060,  0.2570,  1.0430
well-102496,463.5000,1,  0.0060,  0.9600,  0.1960,  0.2970,  1.0430
well-102496,463.7500,1,  0.0140,  0.9100,  0.1120,  0.3290,  1.0430
well-102496,464.0000,1,  0.0070,  0.9490,  0.1990,  0.2780,  1.0430
well-102496,464.2500,1,  0.0140,  0.8860,  0.2800,  0.2660,  1.0430
well-102496,464.5000,1,  0.0110,  0.9120,  0.2770,  0.2670,  1.0430
well-102496,464.7500,1,  0.0080,  0.9390,  0.2330,  0.2840,  1.0430
well-102496,465.0000,1,  0.0050,  0.9620,  0.2280,  0.2860,  1.0420
well-102496,465.2500,1,  0.0010,  0.9890,  0.2930,  0.2620,  1.0420
well-102496,465.5000,2,  0.0000,  1.0000,  0.3600,  0.2370,  1.0420
well-102496,465.7500,2,  0.0000,  1.0000,  0.3910,  0.2250,  1.0420
well-102496,466.0000,2,  0.0000,  1.0000,  0.3950,  0.2240,  1.0420
well-102496,466.2500,2,  0.0000,  1.0000,  0.3740,  0.2320,  1.0420
well-102496,466.5000,2,  0.0000,  1.0000,  0.3500,  0.2400,  1.0420
well-102496,466.7500,2,  0.0010,  0.9930,  0.3400,  0.2440,  1.0420
well-102496,467.0000,2,  0.0010,  0.9900,  0.3400,  0.2440,  1.0420
well-102496,467.2500,2,  0.0020,  0.9840,  0.3560,  0.2380,  1.0420
well-102496,467.5000,2,  0.0030,  0.9750,  0.3470,  0.2420,  1.0410
well-102496,467.7500,2,  0.0040,  0.9640,  0.3220,  0.2510,  1.0410
well-102496,468.0000,1,  0.0050,  0.9620,  0.2750,  0.2630,  1.0410
well-102496,468.2500,2,  0.0000,  1.0000,  0.3290,  0.2150,  1.0410
well-102496,468.5000,2,  0.0000,  1.0000,  0.3980,  0.1990,  1.0410
well-102496,468.7500,2,  0.0000,  1.0000,  0.4690,  0.1900,  1.0410
well-102496,469.0000,2,  0.0000,  1.0000,  0.4990,  0.1860,  1.0410
well-102496,469.2500,2,  0.0000,  1.0000,  0.4700,  0.1960,  1.0410
well-102496,469.5000,2,  0.0000,  1.0000,  0.4310,  0.2100,  1.0410
well-102496,469.7500,2,  0.0000,  1.0000,  0.4000,  0.2220,  1.0410
well-102496,470.0000,2,  0.0000,  1.0000,  0.4700,  0.1960,  2.0810
well-102496,470.2500,4,  0.0000,  1.0000,  0.5130,  0.1800,  2.0810
well-102496,470.5000,4,  0.0000,  1.0000,  0.5830,  0.1540,  2.0810
well-102496,470.7500,4,  0.0000,  1.0000,  0.5920,  0.1510,  2.0810
well-102496,471.0000,4,  0.0000,  1.0000,  0.5300,  0.1740,  2.0800
well-102496,471.2500,2,  0.0000,  1.0000,  0.4550,  0.2020,  2.0800
well-102496,471.5000,2,  0.0000,  1.0000,  0.3890,  0.2260,  2.0800
well-102496,471.7500,2,  0.0000,  1.0000,  0.3270,  0.2490,  2.0800
well-102496,472.0000,2,  0.0000,  1.0000,  0.3540,  0.1990,  2.0800
well-102496,472.2500,2,  0.0000,  1.0000,  0.4100,  0.2060,  2.0790
well-102496,472.5000,2,  0.0000,  1.0000,  0.4370,  0.2080,  2.0790
well-102496,472.7500,2,  0.0000,  1.0000,  0.3750,  0.2310,  2.0790
well-102496,473.0000,2,  0.0000,  1.0000,  0.3450,  0.2420,  2.0790
well-102496,473.2500,2,  0.0000,  1.0000,  0.3290,  0.2480,  2.0790
well-102496,473.5000,2,  0.0000,  1.0000,  0.3320,  0.2470,  2.0780
well-102496,473.7500,2,  0.0000,  1.0000,  0.3630,  0.2360,  2.0780
well-102496,474.0000,2,  0.0000,  1.0000,  0.4160,  0.2160,  2.0780
well-102496,474.2500,2,  0.0000,  1.0000,  0.4690,  0.1970,  2.0780
well-102496,474.5000,2,  0.0000,  1.0000,  0.4300,  0.2110,  2.0780
well-102496,474.7500,2,  0.0000,  1.0000,  0.3630,  0.2360,  2.0770
well-102496,475.0000,1,  0.0000,  1.0000,  0.2950,  0.2610,  2.0770
well-102496,475.2500,2,  0.0000,  1.0000,  0.3020,  0.2580,  2.0770
well-102496,475.5000,2,  0.0000,  1.0000,  0.3130,  0.2540,  2.0770
well-102496,475.7500,2,  0.0000,  1.0000,  0.3390,  0.2440,  2.0770
well-102496,476.0000,2,  0.0000,  1.0000,  0.3590,  0.2370,  2.0760
well-102496,476.2500,2,  0.0030,  0.9660,  0.3850,  0.2280,  2.0760
well-102496,476.5000,2,  0.0060,  0.9280,  0.4240,  0.2130,  2.0760
well-102496,476.7500,2,  0.0080,  0.9120,  0.4420,  0.2060,  2.0760
well-102496,477.0000,2,  0.0080,  0.9030,  0.4600,  0.2000,  2.0760
well-102496,477.2500,2,  0.0080,  0.9070,  0.4280,  0.2120,  2.0750
well-102496,477.5000,2,  0.0080,  0.8970,  0.4870,  0.1900,  2.0750
well-102496,477.7500,4,  0.0080,  0.8830,  0.5380,  0.1710,  2.0750
well-102496,478.0000,4,  0.0090,  0.8770,  0.5370,  0.1710,  2.0750
well-102496,478.2500,2,  0.0090,  0.8850,  0.4830,  0.1910,  2.0750
well-102496,478.5000,2,  0.0100,  0.8740,  0.4730,  0.1950,  2.0740
well-102496,478.7500,2,  0.0110,  0.8660,  0.4750,  0.1940,  2.0740
well-102496,479.0000,2,  0.0110,  0.8540,  0.4890,  0.1890,  2.0740
well-102496,479.2500,2,  0.0120,  0.8490,  0.4970,  0.1860,  2.0740
well-102496,479.5000,4,  0.0110,  0.8510,  0.5160,  0.1790,  2.0740
well-102496,479.7500,4,  0.0010,  0.9890,  0.5730,  0.1310,  2.0730
well-102496,480.0000,4,  0.0000,  1.0000,  0.6390,  0.0880,  2.0730
well-102496,480.2500,4,  0.0000,  1.0000,  0.6950,  0.0810,  2.0730
well-102496,480.5000,4,  0.0000,  1.0000,  0.6770,  0.1080,  2.0730
well-102496,480.7500,5,  0.0000,  1.0000,  0.7370,  0.0970,  2.0730
well-102496,481.0000,5,  0.0000,  1.0000,  0.8610,  0.0510,  2.0720
well-102496,481.2500,5,  0.0000,  1.0000,  0.9580,  0.0120,  2.0720
well-102496,481.5000,5,  0.0000,  1.0000,  1.0000,  0.0000,  2.0720
well-102496,481.7500,5,  0.0000,  1.0000,  0.9330,  0.0230,  2.0720
well-102496,482.0000,5,  0.0000,  1.0000,  0.8640,  0.0350,  2.0720
well-102496,482.2500,5,  0.0000,  1.0000,  0.8540,  0.0270,  2.0710
well-102496,482.5000,5,  0.0000,  1.0000,  0.7830,  0.0540,  2.0710
well-102496,482.7500,4,  0.0000,  1.0000,  0.6200,  0.1040,  2.0710
well-102496,483.0000,2,  0.0000,  1.0000,  0.3370,  0.2120,  2.0710
well-102496,483.2500,1,  0.0000,  1.0000,  0.1280,  0.2990,  2.0710
well-102496,483.5000,1,  0.0000,  1.0000,  0.1830,  0.2860,  2.0700
well-102496,483.7500,2,  0.0080,  0.9270,  0.3070,  0.2530,  2.0700
well-102496,484.0000,2,  0.0000,  1.0000,  0.4610,  0.1540,  2.0700
well-102496,484.2500,4,  0.0010,  0.9710,  0.5680,  0.1180,  2.0700
well-102496,484.5000,4,  0.0030,  0.9140,  0.6590,  0.0920,  2.0700
well-102496,484.7500,5,  0.0050,  0.8640,  0.7120,  0.0860,  2.0690
well-102496,485.0000,2,  0.0030,  0.9580,  0.4940,  0.1640,  2.0690
well-102496,485.2500,1,  0.0000,  1.0000,  0.2660,  0.2300,  2.0690
well-102496,485.5000,2,  0.0000,  1.0000,  0.4240,  0.1710,  2.0690
well-102496,485.7500,2,  0.0000,  1.0000,  0.4660,  0.1500,  2.0690
well-102496,486.0000,2,  0.0000,  1.0000,  0.3790,  0.1910,  2.0680
well-102496,486.2500,2,  0.0000,  1.0000,  0.4310,  0.1810,  2.0680
well-102496,486.5000,4,  0.0000,  1.0000,  0.5040,  0.1440,  2.0680
well-102496,486.7500,4,  0.0000,  1.0000,  0.5460,  0.1410,  2.0680
well-102496,487.0000,2,  0.0000,  1.0000,  0.4320,  0.1900,  2.0680
well-102496,487.2500,2,  0.0000,  1.0000,  0.3390,  0.2190,  2.0670
well-102496,487.5000,2,  0.0000,  1.0000,  0.3880,  0.1890,  2.0670
well-102496,487.7500,2,  0.0000,  1.0000,  0.4030,  0.1820,  2.0670
well-102496,488.0000,1,  0.0000,  1.0000,  0.2510,  0.2510,  2.0670
well-102496,488.2500,1,  0.0000,  1.0000,  0.1220,  0.3090,  2.0670
well-102496,488.5000,1,  0.0000,  1.0000,  0.0310,  0.3470,  2.0660
well-102496,488.7500,1,  0.0050,  0.9680,  0.0220,  0.3620,  2.0660
well-102496,489.0000,1,  0.0060,  0.9620,  0.0270,  0.3600,  2.0660
well-102496,489.2500,1,  0.0070,  0.9540,  0.0170,  0.3640,  2.0660
well-102496,489.5000,1,  0.0100,  0.9340,  0.0620,  0.3460,  2.0660
well-102496,489.7500,1,  0.0070,  0.9520,  0.1210,  0.3150,  2.0650
well-102496,490.0000,1,  0.0030,  0.9770,  0.1690,  0.2870,  2.0650
well-102496,490.2500,1,  0.0000,  1.0000,  0.1430,  0.2920,  2.0650
well-102496,490.5000,1,  0.0050,  0.9670,  0.0920,  0.3240,  2.0650
well-102496,490.7500,1,  0.0010,  0.9910,  0.0770,  0.3220,  2.0650
well-102496,491.0000,1,  0.0010,  0.9920,  0.0660,  0.3250,  2.0640
well-102496,491.2500,1,  0.0080,  0.9460,  0.0420,  0.3530,  2.0640
well-102496,491.5000,1,  0.0080,  0.9520,  0.0140,  0.3650,  2.0640
well-102496,491.7500,1,  0.0080,  0.9500,  0.0380,  0.3560,  2.0640
well-102496,492.0000,1,  0.0080,  0.9440,  0.0720,  0.3430,  2.0640
well-102496,492.2500,1,  0.0090,  0.9320,  0.1460,  0.3160,  2.0630
well-102496,492.5000,1,  0.0080,  0.9340,  0.1930,  0.2940,  2.0630
well-102496,492.7500,1,  0.0070,  0.9440,  0.1790,  0.2960,  2.0630
well-102496,493.0000,1,  0.0100,  0.9270,  0.1460,  0.3160,  2.0630
well-102496,493.2500,1,  0.0080,  0.9410,  0.1580,  0.3060,  2.0630
well-102496,493.5000,1,  0.0050,  0.9570,  0.1910,  0.2880,  2.0620
well-102496,493.7500,1,  0.0000,  1.0000,  0.2520,  0.2460,  2.0620
well-102496,494.0000,1,  0.0000,  1.0000,  0.2980,  0.2000,  2.0620
well-102496,494.2500,1,  0.0000,  1.0000,  0.2720,  0.2230,  2.0620
well-102496,494.5000,1,  0.0000,  1.0000,  0.2310,  0.2500,  2.0620
well-102496,494.7500,1,  0.0090,  0.9280,  0.1950,  0.2890,  2.0610
well-102496,495.0000,1,  0.0120,  0.9080,  0.1630,  0.3100,  2.0610
well-102496,495.2500,1,  0.0120,  0.9150,  0.1290,  0.3220,  2.0610
well-102496,495.5000,1,  0.0110,  0.9210,  0.1070,  0.3310,  2.0610
well-102496,495.7500,1,  0.0110,  0.9180,  0.1470,  0.3140,  2.0610
well-102496,496.0000,1,  0.0050,  0.9580,  0.1970,  0.2780,  2.0600
well-102496,496.2500,1,  0.0030,  0.9740,  0.2670,  0.2440,  2.0600
well-102496,496.5000,1,  0.0020,  0.9760,  0.2850,  0.2350,  2.0600
well-102496,496.7500,2,  0.0000,  0.9960,  0.3280,  0.2120,  2.0600
well-102496,497.0000,2,  0.0000,  1.0000,  0.3550,  0.1980,  2.0600
well-102496,497.2500,1,  0.0020,  0.9780,  0.2670,  0.2460,  2.0590
well-102496,497.5000,1,  0.0050,  0.9620,  0.1660,  0.2950,  2.0590
well-102496,497.7500,1,  0.0030,  0.9820,  0.0600,  0.3350,  2.0590
well-102496,498.0000,1,  0.0080,  0.9530,  0.0140,  0.3650,  2.0590
well-102496,498.2500,1,  0.0070,  0.9600,  0.0000,  0.3700,  2.0590
well-102496,498.5000,1,  0.0060,  0.9650,  0.0000,  0.3700,  2.0580
well-102496,498.7500,1,  0.0060,  0.9620,  0.0200,  0.3630,  2.0580
well-102496,499.0000,1,  0.0070,  0.9530,  0.0550,  0.3500,  2.0580
well-102496,499.2500,1,  0.0090,  0.9210,  0.2400,  0.2810,  2.0580
well-102496,499.5000,2,  0.0110,  0.8960,  0.3380,  0.2450,  2.0580
well-102496,499.7500,2,  0.0100,  0.9050,  0.3260,  0.2470,  2.0570
well-102496,500.0000,1,  0.0060,  0.9470,  0.2660,  0.2580,  2.0570
well-102496,500.2500,1,  0.0080,  0.9360,  0.2270,  0.2790,  2.0570
well-102496,500.5000,1,  0.0080,  0.9390,  0.1850,  0.2960,  2.0570
well-102496,500.7500,1,  0.0030,  0.9720,  0.2000,  0.2800,  2.0570
well-102496,501.0000,1,  0.0010,  0.9930,  0.2730,  0.2450,  2.0560
well-102496,501.2500,2,  0.0000,  1.0000,  0.4250,  0.1760,  2.0560
well-102496,501.5000,2,  0.0000,  1.0000,  0.4870,  0.1380,  2.0560
well-102496,501.7500,2,  0.0000,  1.0000,  0.3850,  0.1790,  2.0560
well-102496,502.0000,1,  0.0000,  1.0000,  0.1930,  0.2530,  2.0560
well-102496,502.2500,1,  0.0000,  1.0000,  0.0610,  0.3100,  2.0550
well-102496,502.5000,1,  0.0000,  1.0000,  0.0330,  0.3240,  2.0550
well-102496,502.7500,1,  0.0000,  1.0000,  0.1010,  0.3200,  2.0550
well-102496,503.0000,1,  0.0000,  1.0000,  0.1390,  0.2900,  2.0550
well-102496,503.2500,1,  0.0000,  1.0000,  0.1740,  0.2680,  2.0550
well-102496,503.5000,1,  0.0000,  1.0000,  0.2600,  0.2350,  2.0550
well-102496,503.7500,2,  0.0000,  1.0000,  0.3070,  0.2260,  2.0540
well-102496,504.0000,1,  0.0000,  1.0000,  0.2370,  0.2660,  2.0540
well-102496,504.2500,1,  0.0000,  1.0000,  0.2360,  0.2710,  2.0540
well-102496,504.5000,2,  0.0000,  1.0000,  0.3540,  0.2200,  2.0540
well-102496,504.7500,2,  0.0000,  1.0000,  0.3590,  0.2020,  2.0540
well-102496,505.0000,1,  0.0000,  1.0000,  0.2470,  0.2500,  2.0530
well-102496,505.2500,1,  0.0040,  0.9660,  0.1610,  0.3090,  2.0530
well-102496,505.5000,1,  0.0000,  1.0000,  0.0630,  0.3310,  2.0530
well-102496,505.7500,1,  0.0060,  0.9630,  0.0260,  0.3600,  2.0530
well-102496,506.0000,1,  0.0070,  0.9500,  0.0730,  0.3430,  2.0530
well-102496,506.2500,1,  0.0090,  0.9410,  0.1040,  0.3310,  2.0520
well-102496,506.5000,1,  0.0090,  0.9340,  0.1490,  0.3150,  2.0520
well-102496,506.7500,1,  0.0090,  0.9350,  0.1690,  0.3070,  2.0520
well-102496,507.0000,1,  0.0080,  0.9450,  0.1410,  0.3180,  2.0520
well-102496,507.2500,1,  0.0070,  0.9480,  0.1230,  0.3250,  2.0520
well-102496,507.5000,1,  0.0080,  0.9410,  0.1650,  0.3090,  2.0510
well-102496,507.7500,1,  0.0080,  0.9340,  0.2040,  0.2940,  2.0510
well-102496,508.0000,1,  0.0080,  0.9370,  0.1740,  0.3060,  2.0510
well-102496,508.2500,1,  0.0080,  0.9440,  0.1180,  0.3270,  2.0510
well-102496,508.5000,1,  0.0080,  0.9440,  0.0950,  0.3350,  2.0510
well-102496,508.7500,1,  0.0080,  0.9430,  0.0900,  0.3370,  2.0500
well-102496,509.0000,1,  0.0080,  0.9450,  0.1030,  0.3320,  2.0500
well-102496,509.2500,1,  0.0080,  0.9460,  0.1010,  0.3330,  2.0500
well-102496,509.5000,1,  0.0070,  0.9510,  0.0850,  0.3380,  2.0500
well-102496,509.7500,1,  0.0080,  0.9490,  0.0880,  0.3380,  2.0500
well-102496,510.0000,1,  0.0080,  0.9440,  0.0990,  0.3330,  2.0490
well-102496,510.2500,1,  0.0060,  0.9580,  0.0880,  0.3370,  2.0490
well-102496,510.5000,1,  0.0080,  0.9490,  0.0620,  0.3470,  2.0490
well-102496,510.7500,1,  0.0080,  0.9490,  0.0450,  0.3540,  2.0490
well-102496,511.0000,1,  0.0080,  0.9470,  0.0360,  0.3570,  2.0490
well-102496,511.2500,1,  0.0090,  0.9450,  0.0360,  0.3570,  2.0480
well-102496,511.5000,1,  0.0090,  0.9420,  0.0460,  0.3530,  2.0480
well-102496,511.7500,1,  0.0090,  0.9420,  0.0480,  0.3520,  2.0480
well-102496,512.0000,1,  0.0080,  0.9460,  0.0330,  0.3580,  2.0480
well-102496,512.2500,1,  0.0080,  0.9520,  0.0000,  0.3700,  2.0480
well-102496,512.5000,1,  0.0070,  0.9570,  0.0000,  0.3700,  2.0470
well-102496,512.7500,1,  0.0060,  0.9600,  0.0070,  0.3670,  2.0470
well-102496,513.0000,1,  0.0060,  0.9590,  0.0230,  0.3610,  2.0470
well-102496,513.2500,1,  0.0070,  0.9580,  0.0370,  0.3560,  2.0470
well-102496,513.5000,1,  0.0060,  0.9610,  0.0410,  0.3550,  2.0470
well-102496,513.7500,1,  0.0060,  0.9610,  0.0370,  0.3560,  2.0460
well-102496,514.0000,1,  0.0050,  0.9650,  0.0290,  0.3590,  2.0460
well-102496,514.2500,1,  0.0060,  0.9650,  0.0250,  0.3610,  2.0460
well-102496,514.5000,1,  0.0050,  0.9660,  0.0250,  0.3610,  2.0460
well-102496,514.7500,1,  0.0050,  0.9670,  0.0140,  0.3650,  2.0460
well-102496,515.0000,1,  0.0050,  0.9670,  0.0090,  0.3670,  2.0450
well-102496,515.2500,1,  0.0060,  0.9650,  0.0120,  0.3660,  2.0450
well-102496,515.5000,1,  0.0060,  0.9630,  0.0190,  0.3630,  2.0450
well-102496,515.7500,1,  0.0060,  0.9620,  0.0240,  0.3610,  2.0450
well-102496,516.0000,1,  0.0070,  0.9570,  0.0330,  0.3580,  2.0450
well-102496,516.2500,1,  0.0070,  0.9520,  0.0410,  0.3550,  2.0440
well-102496,516.5000,1,  0.0100,  0.9350,  0.0880,  0.3380,  2.0440
well-102496,516.7500,1,  0.0110,  0.9150,  0.1770,  0.3040,  2.0440
well-102496,517.0000,2,  0.0120,  0.8840,  0.3180,  0.2520,  2.0440
well-102496,517.2500,2,  0.0110,  0.8870,  0.3480,  0.2410,  2.0440
well-102496,517.5000,1,  0.0100,  0.9150,  0.2680,  0.2710,  2.0440
well-102496,517.7500,1,  0.0070,  0.9450,  0.1540,  0.3130,  2.0430
well-102496,518.0000,1,  0.0050,  0.9630,  0.0930,  0.3350,  2.0430
well-102496,518.2500,1,  0.0050,  0.9680,  0.0810,  0.3400,  2.0430
well-102496,518.5000,1,  0.0050,  0.9680,  0.0900,  0.3370,  2.0430
well-102496,518.7500,1,  0.0060,  0.9560,  0.1350,  0.3200,  2.0430
well-102496,519.0000,1,  0.0080,  0.9290,  0.2950,  0.2610,  2.0420
well-102496,519.2500,2,  0.0080,  0.9200,  0.3610,  0.2360,  2.0420
well-102496,519.5000,2,  0.0060,  0.9370,  0.3980,  0.2170,  2.0420
well-102496,519.7500,2,  0.0040,  0.9520,  0.4080,  0.2120,  2.0420
