WELL,DEPTH,FACIES,W_TAR,SW,VSH,PHI,RW
well-102500,630.7500,4,  0.0000,  1.0000,  0.5490,  0.1330,  1.6650
well-102500,631.0000,4,  0.0000,  1.0000,  0.6290,  0.1370,  1.6650
well-102500,631.2500,4,  0.0000,  1.0000,  0.6510,  0.1290,  1.6650
well-102500,631.5000,4,  0.0000,  1.0000,  0.5150,  0.1800,  1.6650
well-102500,631.7500,2,  0.0000,  1.0000,  0.4170,  0.1860,  1.6650
well-102500,632.0000,2,  0.0000,  1.0000,  0.3700,  0.2090,  1.6650
well-102500,632.2500,2,  0.0000,  1.0000,  0.3890,  0.2260,  1.6650
well-102500,632.5000,2,  0.0000,  1.0000,  0.3400,  0.2440,  1.6640
well-102500,632.7500,1,  0.0000,  1.0000,  0.2790,  0.2600,  1.6640
well-102500,633.0000,0,  0.0000,  1.0000,  0.2420,  0.2110,  1.6640
well-102500,633.2500,2,  0.0000,  1.0000,  0.3400,  0.1560,  1.6640
well-102500,633.5000,2,  0.0000,  1.0000,  0.4050,  0.1570,  1.6640
well-102500,633.7500,2,  0.0000,  1.0000,  0.4700,  0.1510,  1.6640
well-102500,634.0000,2,  0.0000,  1.0000,  0.4810,  0.1570,  1.6640
well-102500,634.2500,2,  0.0000,  1.0000,  0.4720,  0.1600,  1.6640
well-102500,634.5000,2,  0.0000,  1.0000,  0.4680,  0.1500,  1.6640
well-102500,634.7500,2,  0.0000,  1.0000,  0.4460,  0.1360,  1.6640
well-102500,635.0000,2,  0.0000,  1.0000,  0.4520,  0.1170,  1.6640
well-102500,635.2500,4,  0.0000,  1.0000,  0.5150,  0.0980,  1.6640
well-102500,635.5000,4,  0.0000,  1.0000,  0.5810,  0.0870,  1.6630
well-102500,635.7500,4,  0.0000,  1.0000,  0.6300,  0.0950,  1.6630
well-102500,636.0000,4,  0.0040,  0.9070,  0.6620,  0.1080,  1.6630
well-102500,636.2500,4,  0.0000,  1.0000,  0.6390,  0.0670,  1.6630
well-102500,636.5000,4,  0.0000,  1.0000,  0.5270,  0.0160,  1.6630
well-102500,636.7500,3,  0.0000,  1.0000,  0.3410,  0.0250,  1.6630
well-102500,637.0000,3,  0.0000,  0.9990,  0.1750,  0.0290,  1.6630
well-102500,637.2500,3,  0.0000,  1.0000,  0.0870,  0.0530,  1.6630
well-102500,637.5000,3,  0.0000,  1.0000,  0.0380,  0.0640,  1.6630
well-102501,490.0000,1,  0.0440,  0.6890,  0.2060,  0.2940,  0.6290
well-102501,490.2500,1,  0.0590,  0.6130,  0.1460,  0.3160,  0.6290
well-102501,490.5000,1,  0.0660,  0.5770,  0.1280,  0.3230,  0.6290
well-102501,490.7500,1,  0.0670,  0.5540,  0.1550,  0.3130,  0.6290
well-102501,491.0000,1,  0.0650,  0.5430,  0.1970,  0.2970,  0.6290
well-102501,491.2500,1,  0.0600,  0.5530,  0.2370,  0.2820,  0.6290
well-102501,491.5000,1,  0.0590,  0.5740,  0.2240,  0.2870,  0.6290
well-102501,491.7500,1,  0.0570,  0.5770,  0.2360,  0.2830,  0.6290
well-102501,492.0000,1,  0.0540,  0.5790,  0.2760,  0.2680,  0.6290
well-102501,492.2500,1,  0.0560,  0.5720,  0.2620,  0.2730,  0.6290
well-102501,492.5000,1,  0.0640,  0.5660,  0.1690,  0.3070,  0.6290
well-102501,492.7500,2,  0.0370,  0.6470,  0.3970,  0.2230,  0.6290
well-102501,493.0000,4,  0.0130,  0.7950,  0.6410,  0.1330,  0.6280
well-102501,493.2500,4,  0.0070,  0.8730,  0.6990,  0.1120,  0.6280
well-102501,493.5000,4,  0.0100,  0.8680,  0.5580,  0.1640,  0.6280
well-102501,493.7500,2,  0.0100,  0.8960,  0.4700,  0.1960,  0.6280
well-102501,494.0000,2,  0.0050,  0.9570,  0.3940,  0.2240,  0.6280
well-102501,494.2500,2,  0.0000,  1.0000,  0.3190,  0.2520,  0.6280
well-102501,494.5000,2,  0.0000,  1.0000,  0.3530,  0.2390,  0.6280
well-102501,494.7500,2,  0.0000,  1.0000,  0.4590,  0.2000,  0.6280
well-102501,495.0000,4,  0.0000,  1.0000,  0.5980,  0.1490,  0.6280
well-102501,495.2500,4,  0.0000,  1.0000,  0.5720,  0.1580,  0.6280
well-102501,495.5000,4,  0.0000,  1.0000,  0.5310,  0.1740,  0.6280
well-102501,495.7500,4,  0.0000,  1.0000,  0.5890,  0.1520,  0.6280
well-102501,496.0000,4,  0.0000,  1.0000,  0.5110,  0.1810,  0.6280
well-102501,496.2500,2,  0.0000,  1.0000,  0.4230,  0.2130,  0.6280
well-102501,496.5000,2,  0.0010,  0.9900,  0.3910,  0.2250,  0.6280
well-102501,496.7500,2,  0.0000,  1.0000,  0.4500,  0.2030,  0.6280
well-102501,497.0000,2,  0.0000,  1.0000,  0.3710,  0.2330,  0.6280
well-102501,497.2500,2,  0.0000,  1.0000,  0.3320,  0.2470,  0.6280
well-102501,497.5000,2,  0.0000,  1.0000,  0.3820,  0.2290,  0.6270
well-102501,497.7500,2,  0.0000,  1.0000,  0.4590,  0.2000,  0.6270
well-102501,498.0000,4,  0.0000,  1.0000,  0.5280,  0.1750,  0.6270
well-102501,498.2500,2,  0.0000,  1.0000,  0.4780,  0.1930,  0.6270
well-102501,498.5000,2,  0.0000,  1.0000,  0.3790,  0.2300,  0.6270
well-102501,498.7500,2,  0.0000,  1.0000,  0.4510,  0.2030,  0.6270
well-102501,499.0000,4,  0.0000,  1.0000,  0.5170,  0.1790,  0.6270
well-102501,499.2500,4,  0.0000,  1.0000,  0.5820,  0.1550,  0.6270
well-102501,499.5000,4,  0.0000,  1.0000,  0.6220,  0.1400,  0.6270
well-102501,499.7500,4,  0.0000,  1.0000,  0.5340,  0.1720,  0.6270
well-102501,500.0000,2,  0.0000,  1.0000,  0.4640,  0.1980,  0.6270
well-102501,500.2500,2,  0.0000,  1.0000,  0.4980,  0.1860,  0.6270
well-102501,500.5000,4,  0.0000,  1.0000,  0.5330,  0.1730,  0.6270
well-102501,500.7500,4,  0.0010,  0.9920,  0.5170,  0.1790,  0.6270
well-102501,501.0000,2,  0.0050,  0.9470,  0.4410,  0.2070,  0.6270
well-102501,501.2500,2,  0.0110,  0.9000,  0.3660,  0.2350,  0.6270
well-102501,501.5000,2,  0.0100,  0.9060,  0.4160,  0.2160,  0.6270
well-102501,501.7500,2,  0.0100,  0.9010,  0.4380,  0.2080,  0.6270
well-102501,502.0000,2,  0.0110,  0.8860,  0.4310,  0.2100,  0.6260
well-102501,502.2500,2,  0.0110,  0.8830,  0.4600,  0.2000,  0.6260
well-102501,502.5000,4,  0.0090,  0.8910,  0.5120,  0.1810,  0.6260
well-102501,502.7500,4,  0.0060,  0.9180,  0.5990,  0.1480,  0.6260
well-102501,503.0000,5,  0.0020,  0.9580,  0.7030,  0.1100,  0.6260
well-102501,503.2500,5,  0.0010,  0.9850,  0.7950,  0.0760,  0.6260
well-102501,503.5000,4,  0.0150,  0.8010,  0.5690,  0.1600,  0.6260
well-102501,503.7500,2,  0.0300,  0.7100,  0.4160,  0.2160,  0.6260
well-102501,504.0000,1,  0.0530,  0.6310,  0.1930,  0.2990,  0.6260
well-102501,504.2500,1,  0.0630,  0.6010,  0.1250,  0.3240,  0.6260
well-102501,504.5000,1,  0.0590,  0.5940,  0.1840,  0.3020,  0.6260
well-102501,504.7500,1,  0.0520,  0.6010,  0.2630,  0.2730,  0.6260
well-102501,505.0000,2,  0.0380,  0.6640,  0.3500,  0.2400,  0.6260
well-102501,505.2500,1,  0.0500,  0.6210,  0.2560,  0.2750,  0.6260
well-102501,505.5000,1,  0.0690,  0.5630,  0.1240,  0.3240,  0.6260
well-102501,505.7500,1,  0.0790,  0.5410,  0.0210,  0.3540,  0.6260
well-102501,506.0000,1,  0.0750,  0.5210,  0.1290,  0.3220,  0.6260
well-102501,506.2500,1,  0.0650,  0.5180,  0.2410,  0.2810,  0.6260
well-102501,506.5000,1,  0.0600,  0.5190,  0.2990,  0.2600,  0.6250
well-102501,506.7500,2,  0.0570,  0.5340,  0.3060,  0.2570,  0.6250
well-102501,507.0000,2,  0.0450,  0.6330,  0.3090,  0.2560,  0.6250
well-102501,507.2500,2,  0.0300,  0.7060,  0.4170,  0.2160,  0.6250
well-102501,507.5000,2,  0.0180,  0.8110,  0.4560,  0.2010,  0.6250
well-102501,507.7500,2,  0.0130,  0.8820,  0.3620,  0.2360,  0.6250
well-102501,508.0000,4,  0.0000,  1.0000,  0.5650,  0.1610,  0.6250
well-102501,508.2500,5,  0.0000,  1.0000,  0.7990,  0.0740,  0.6250
well-102501,508.5000,5,  0.0000,  1.0000,  0.9220,  0.0210,  0.6250
well-102501,508.7500,5,  0.0000,  1.0000,  0.9880,  0.0010,  0.6250
well-102501,509.0000,5,  0.0000,  1.0000,  0.9750,  0.0080,  0.6250
well-102501,509.2500,5,  0.0000,  1.0000,  0.8450,  0.0570,  0.6250
well-102501,509.5000,4,  0.0000,  1.0000,  0.6980,  0.1120,  0.6250
well-102501,509.7500,4,  0.0000,  1.0000,  0.6390,  0.1340,  0.6250
well-102501,510.0000,4,  0.0000,  1.0000,  0.6080,  0.1450,  0.6250
well-102501,510.2500,4,  0.0000,  1.0000,  0.5590,  0.1630,  0.6250
well-102501,510.5000,4,  0.0000,  1.0000,  0.5330,  0.1730,  0.6250
well-102501,510.7500,4,  0.0000,  1.0000,  0.5620,  0.1620,  0.6250
well-102501,511.0000,4,  0.0000,  1.0000,  0.5830,  0.1540,  0.6240
well-102501,511.2500,4,  0.0000,  1.0000,  0.5650,  0.1610,  0.6240
well-102501,511.5000,4,  0.0000,  1.0000,  0.5300,  0.1740,  0.6240
well-102501,511.7500,4,  0.0000,  1.0000,  0.5170,  0.1790,  0.6240
well-102501,512.0000,4,  0.0000,  1.0000,  0.5070,  0.1820,  0.6240
well-102501,512.2500,4,  0.0000,  1.0000,  0.5120,  0.1810,  0.6240
well-102501,512.5000,4,  0.0000,  1.0000,  0.5160,  0.1790,  0.6240
well-102501,512.7500,4,  0.0000,  1.0000,  0.5260,  0.1750,  0.6240
well-102501,513.0000,4,  0.0000,  1.0000,  0.5170,  0.1790,  0.6240
well-102501,513.2500,2,  0.0000,  1.0000,  0.4650,  0.1980,  0.6240
well-102501,513.5000,2,  0.0000,  1.0000,  0.4490,  0.2040,  0.6240
well-102501,513.7500,2,  0.0000,  1.0000,  0.4910,  0.1880,  0.6240
well-102501,514.0000,4,  0.0000,  1.0000,  0.5810,  0.1550,  0.6240
well-102501,514.2500,4,  0.0000,  1.0000,  0.6400,  0.1330,  0.6240
well-102501,514.5000,4,  0.0000,  1.0000,  0.6530,  0.1280,  0.6240
well-102501,514.7500,2,  0.0000,  1.0000,  0.4750,  0.1940,  0.6240
well-102501,515.0000,2,  0.0000,  1.0000,  0.3160,  0.2530,  0.6240
well-102501,515.2500,1,  0.0000,  1.0000,  0.2270,  0.2860,  0.6240
well-102501,515.5000,1,  0.0090,  0.9400,  0.1730,  0.3060,  0.6230
well-102501,515.7500,1,  0.0100,  0.9210,  0.2600,  0.2740,  0.6230
well-102501,516.0000,2,  0.0090,  0.9210,  0.3340,  0.2460,  0.6230
well-102501,516.2500,2,  0.0070,  0.9320,  0.3810,  0.2290,  0.6230
well-102501,516.5000,2,  0.0060,  0.9430,  0.4050,  0.2200,  0.6230
well-102501,516.7500,2,  0.0050,  0.9560,  0.4110,  0.2180,  0.6230
well-102501,517.0000,2,  0.0040,  0.9640,  0.4140,  0.2170,  0.6230
well-102501,517.2500,2,  0.0060,  0.9460,  0.3990,  0.2220,  0.6230
well-102501,517.5000,2,  0.0110,  0.9080,  0.3380,  0.2450,  0.6230
well-102501,517.7500,2,  0.0100,  0.9080,  0.3580,  0.2370,  0.6230
well-102501,518.0000,2,  0.0060,  0.9410,  0.4420,  0.2060,  0.6230
well-102501,518.2500,4,  0.0020,  0.9760,  0.5280,  0.1750,  0.6230
well-102501,518.5000,4,  0.0000,  1.0000,  0.5920,  0.1510,  0.6230
well-102501,518.7500,4,  0.0000,  1.0000,  0.6080,  0.1450,  0.6230
well-102501,519.0000,2,  0.0030,  0.9610,  0.4980,  0.1860,  0.6230
well-102501,519.2500,2,  0.0060,  0.9360,  0.4580,  0.2000,  0.6230
well-102501,519.5000,2,  0.0080,  0.9190,  0.4370,  0.2080,  0.6230
well-102501,519.7500,2,  0.0110,  0.8900,  0.4110,  0.2180,  0.6230
well-102501,520.0000,2,  0.0130,  0.8770,  0.3490,  0.2310,  0.6220
well-102501,520.2500,1,  0.0100,  0.9140,  0.2230,  0.2410,  0.6220
well-102501,520.5000,0,  0.0000,  1.0000,  0.1130,  0.2060,  0.6220
well-102501,520.7500,0,  0.0000,  1.0000,  0.0620,  0.2320,  0.6220
well-102501,521.0000,1,  0.0010,  0.9910,  0.2350,  0.1980,  0.6220
well-102501,521.2500,2,  0.0140,  0.8510,  0.3950,  0.2030,  0.6220
well-102501,521.5000,2,  0.0140,  0.8460,  0.4820,  0.1920,  0.6220
well-102501,521.7500,4,  0.0080,  0.8990,  0.5400,  0.1700,  0.6220
well-102501,522.0000,2,  0.0020,  0.9720,  0.4890,  0.1700,  0.6220
well-102501,522.2500,2,  0.0000,  1.0000,  0.4400,  0.1720,  0.6220
well-102501,522.5000,2,  0.0010,  0.9940,  0.4260,  0.1810,  0.6220
well-102501,522.7500,2,  0.0110,  0.8810,  0.4610,  0.1990,  0.6220
well-102501,523.0000,4,  0.0070,  0.9180,  0.5370,  0.1710,  0.6220
well-102501,523.2500,4,  0.0000,  0.9960,  0.6530,  0.1290,  0.6220
well-102501,523.5000,5,  0.0000,  1.0000,  0.7300,  0.0980,  0.6220
well-102501,523.7500,5,  0.0000,  1.0000,  0.7640,  0.0810,  0.6220
well-102501,524.0000,4,  0.0000,  1.0000,  0.6740,  0.1130,  0.6220
well-102501,524.2500,4,  0.0000,  1.0000,  0.5850,  0.1530,  0.6220
well-102501,524.5000,4,  0.0000,  1.0000,  0.5670,  0.1600,  0.6210
well-102501,524.7500,4,  0.0000,  1.0000,  0.6360,  0.1250,  0.6210
well-102501,525.0000,5,  0.0000,  1.0000,  0.7540,  0.0910,  1.5540
well-102501,525.2500,5,  0.0000,  1.0000,  0.7720,  0.0840,  1.5540
well-102501,525.5000,4,  0.0000,  1.0000,  0.5990,  0.1480,  1.5540
well-102501,525.7500,2,  0.0000,  1.0000,  0.4950,  0.1070,  1.5540
well-102501,526.0000,2,  0.0000,  1.0000,  0.4240,  0.0910,  1.5530
well-102501,526.2500,2,  0.0000,  1.0000,  0.4370,  0.1230,  1.5530
well-102501,526.5000,2,  0.0000,  1.0000,  0.4790,  0.1460,  1.5530
well-102501,526.7500,4,  0.0070,  0.9080,  0.5130,  0.1800,  1.5530
well-102501,527.0000,4,  0.0030,  0.9640,  0.5230,  0.1760,  1.5530
well-102501,527.2500,2,  0.0000,  1.0000,  0.4840,  0.1910,  1.5530
well-102501,527.5000,2,  0.0000,  1.0000,  0.4590,  0.2000,  1.5530
well-102501,527.7500,2,  0.0000,  1.0000,  0.4630,  0.1990,  1.5530
well-102501,528.0000,2,  0.0000,  1.0000,  0.4960,  0.1860,  1.5520
well-102501,528.2500,4,  0.0000,  1.0000,  0.5390,  0.1710,  1.5520
well-102501,528.5000,4,  0.0000,  1.0000,  0.5670,  0.1600,  1.5520
well-102501,528.7500,4,  0.0000,  1.0000,  0.5120,  0.1810,  1.5520
well-102501,529.0000,2,  0.0000,  1.0000,  0.4770,  0.1940,  1.5520
well-102501,529.2500,4,  0.0000,  1.0000,  0.5030,  0.1840,  1.5520
well-102501,529.5000,4,  0.0000,  1.0000,  0.5080,  0.1820,  1.5520
well-102501,529.7500,2,  0.0000,  1.0000,  0.4710,  0.1960,  1.5510
well-102501,530.0000,2,  0.0000,  1.0000,  0.4850,  0.1900,  1.5510
well-102501,530.2500,4,  0.0000,  1.0000,  0.5360,  0.1720,  1.5510
well-102501,530.5000,4,  0.0000,  1.0000,  0.5800,  0.1560,  1.5510
well-102501,530.7500,4,  0.0000,  1.0000,  0.6110,  0.1440,  1.5510
well-102501,531.0000,4,  0.0000,  1.0000,  0.5460,  0.1680,  1.5510
well-102501,531.2500,4,  0.0000,  1.0000,  0.5530,  0.1650,  1.5510
well-102501,531.5000,4,  0.0000,  1.0000,  0.5670,  0.1600,  1.5500
well-102501,531.7500,4,  0.0000,  1.0000,  0.5840,  0.1540,  1.5500
well-102501,532.0000,4,  0.0010,  0.9920,  0.5910,  0.1510,  1.5500
well-102501,532.2500,4,  0.0010,  0.9860,  0.5920,  0.1510,  1.5500
well-102501,532.5000,4,  0.0010,  0.9850,  0.6160,  0.1420,  1.5500
well-102501,532.7500,4,  0.0010,  0.9860,  0.6450,  0.1310,  1.5500
well-102501,533.0000,4,  0.0010,  0.9750,  0.6700,  0.1220,  1.5500
well-102501,533.2500,4,  0.0020,  0.9590,  0.6430,  0.1320,  1.5490
well-102501,533.5000,4,  0.0030,  0.9430,  0.6440,  0.1320,  1.5490
well-102501,533.7500,4,  0.0040,  0.9320,  0.6450,  0.1310,  1.5490
well-102501,534.0000,4,  0.0050,  0.9350,  0.5450,  0.1680,  1.5490
well-102501,534.2500,2,  0.0060,  0.9310,  0.4960,  0.1860,  1.5490
well-102501,534.5000,4,  0.0050,  0.9290,  0.5540,  0.1650,  1.5490
well-102501,534.7500,4,  0.0050,  0.9320,  0.5910,  0.1510,  1.5490
well-102501,535.0000,4,  0.0040,  0.9390,  0.5780,  0.1560,  1.5490
well-102501,535.2500,4,  0.0030,  0.9520,  0.6080,  0.1450,  1.5480
well-102501,535.5000,4,  0.0020,  0.9580,  0.6480,  0.1300,  1.5480
well-102501,535.7500,4,  0.0030,  0.9570,  0.6290,  0.1370,  1.5480
well-102501,536.0000,4,  0.0030,  0.9500,  0.6150,  0.1420,  1.5480
well-102501,536.2500,4,  0.0040,  0.9360,  0.6500,  0.1300,  1.5480
well-102501,536.5000,4,  0.0040,  0.9280,  0.6800,  0.1180,  1.5480
well-102501,536.7500,4,  0.0040,  0.9190,  0.6900,  0.1150,  1.5480
well-102501,537.0000,4,  0.0040,  0.9190,  0.6630,  0.1250,  1.5470
well-102501,537.2500,4,  0.0050,  0.9270,  0.6190,  0.1410,  1.5470
well-102501,537.5000,4,  0.0050,  0.9380,  0.5530,  0.1650,  1.5470
well-102501,537.7500,4,  0.0040,  0.9460,  0.5230,  0.1770,  1.5470
well-102501,538.0000,4,  0.0040,  0.9540,  0.5270,  0.1750,  1.5470
well-102501,538.2500,4,  0.0000,  1.0000,  0.5570,  0.1340,  1.5470
well-102501,538.5000,4,  0.0000,  1.0000,  0.6090,  0.1050,  1.5470
well-102501,538.7500,4,  0.0000,  1.0000,  0.6510,  0.0920,  1.5460
well-102501,539.0000,5,  0.0000,  1.0000,  0.7110,  0.0740,  1.5460
well-102501,539.2500,4,  0.0000,  1.0000,  0.6970,  0.0830,  1.5460
well-102501,539.5000,4,  0.0000,  1.0000,  0.6700,  0.0940,  1.5460
well-102501,539.7500,4,  0.0000,  1.0000,  0.6520,  0.1020,  1.5460
well-102501,540.0000,4,  0.0000,  1.0000,  0.6490,  0.1040,  1.5460
well-102501,540.2500,4,  0.0000,  1.0000,  0.6690,  0.0950,  1.5460
well-102501,540.5000,5,  0.0000,  1.0000,  0.7010,  0.0840,  1.5460
well-102501,540.7500,5,  0.0000,  1.0000,  0.7370,  0.0800,  1.5450
well-102501,541.0000,5,  0.0000,  1.0000,  0.7600,  0.0810,  1.5450
well-102501,541.2500,5,  0.0000,  1.0000,  0.7500,  0.0800,  1.5450
well-102501,541.5000,5,  0.0000,  1.0000,  0.7070,  0.1020,  1.5450
well-102501,541.7500,4,  0.0000,  1.0000,  0.5840,  0.1450,  1.5450
well-102501,542.0000,2,  0.0000,  1.0000,  0.4720,  0.1830,  1.5450
well-102501,542.2500,2,  0.0000,  1.0000,  0.4190,  0.2030,  1.5450
well-102501,542.5000,2,  0.0000,  1.0000,  0.3700,  0.2280,  1.5440
well-102501,542.7500,2,  0.0000,  1.0000,  0.3290,  0.2480,  1.5440
well-102501,543.0000,2,  0.0000,  1.0000,  0.3190,  0.2520,  1.5440
well-102501,543.2500,2,  0.0000,  1.0000,  0.3430,  0.2430,  1.5440
well-102501,543.5000,2,  0.0000,  1.0000,  0.3660,  0.2350,  1.5440
well-102501,543.7500,2,  0.0000,  1.0000,  0.3950,  0.2240,  1.5440
well-102501,544.0000,2,  0.0000,  1.0000,  0.3610,  0.2370,  1.5440
well-102501,544.2500,2,  0.0000,  1.0000,  0.3190,  0.2520,  1.5430
well-102501,544.5000,2,  0.0000,  1.0000,  0.3170,  0.2530,  1.5430
well-102501,544.7500,2,  0.0000,  1.0000,  0.3420,  0.2430,  1.5430
well-102501,545.0000,2,  0.0000,  1.0000,  0.3600,  0.2370,  1.5430
well-102501,545.2500,2,  0.0000,  1.0000,  0.3560,  0.2380,  1.5430
well-102501,545.5000,2,  0.0000,  1.0000,  0.3160,  0.2490,  1.5430
well-102501,545.7500,1,  0.0000,  1.0000,  0.2520,  0.2770,  1.5430
well-102501,546.0000,1,  0.0000,  1.0000,  0.2150,  0.2910,  1.5430
well-102501,546.2500,1,  0.0000,  1.0000,  0.2360,  0.2830,  1.5420
well-102501,546.5000,1,  0.0000,  1.0000,  0.2600,  0.2740,  1.5420
well-102501,546.7500,1,  0.0000,  1.0000,  0.2080,  0.2930,  1.5420
well-102501,547.0000,1,  0.0000,  1.0000,  0.2210,  0.2870,  1.5420
well-102501,547.2500,1,  0.0000,  1.0000,  0.2930,  0.2580,  1.5420
well-102501,547.5000,2,  0.0000,  1.0000,  0.3620,  0.2360,  1.5420
well-102501,547.7500,2,  0.0000,  1.0000,  0.3520,  0.2400,  1.5420
well-102501,548.0000,2,  0.0000,  1.0000,  0.3790,  0.2300,  1.5410
well-102501,548.2500,2,  0.0000,  1.0000,  0.4080,  0.2190,  1.5410
well-102501,548.5000,2,  0.0000,  1.0000,  0.3820,  0.2290,  1.5410
well-102501,548.7500,2,  0.0000,  1.0000,  0.3180,  0.2520,  1.5410
well-102501,549.0000,1,  0.0000,  1.0000,  0.2860,  0.2640,  1.5410
well-102501,549.2500,1,  0.0000,  1.0000,  0.2940,  0.2610,  1.5410
well-102501,549.5000,1,  0.0000,  1.0000,  0.2730,  0.2690,  1.5410
well-102501,549.7500,1,  0.0000,  1.0000,  0.2330,  0.2840,  1.5400
well-102501,550.0000,1,  0.0000,  1.0000,  0.2480,  0.2780,  1.5400
well-102501,550.2500,1,  0.0000,  1.0000,  0.2790,  0.2670,  1.5400
well-102501,550.5000,1,  0.0000,  1.0000,  0.2200,  0.2880,  1.5400
well-102501,550.7500,1,  0.0000,  1.0000,  0.1650,  0.3090,  1.5400
well-102501,551.0000,1,  0.0000,  1.0000,  0.1610,  0.3100,  1.5400
well-102501,551.2500,1,  0.0000,  1.0000,  0.1980,  0.2970,  1.5400
well-102501,551.5000,1,  0.0000,  1.0000,  0.2810,  0.2590,  1.5400
well-102501,551.7500,2,  0.0000,  1.0000,  0.3860,  0.2180,  1.5390
well-102501,552.0000,5,  0.0000,  1.0000,  0.8470,  0.0570,  1.5390
well-102501,552.2500,5,  0.0000,  1.0000,  0.8120,  0.0700,  1.5390
well-102501,552.5000,5,  0.0000,  1.0000,  0.7930,  0.0770,  1.5390
well-102501,552.7500,5,  0.0000,  1.0000,  0.7970,  0.0750,  1.5390
well-102501,553.0000,5,  0.0000,  1.0000,  0.8310,  0.0630,  1.5390
well-102501,553.2500,5,  0.0000,  1.0000,  0.8250,  0.0650,  1.5390
well-102501,553.5000,5,  0.0000,  1.0000,  0.8060,  0.0720,  1.5380
well-102501,553.7500,5,  0.0000,  1.0000,  0.8000,  0.0740,  1.5380
well-102501,554.0000,5,  0.0000,  1.0000,  0.8000,  0.0740,  1.5380
well-102501,554.2500,5,  0.0000,  1.0000,  0.7960,  0.0750,  1.5380
well-102501,554.5000,5,  0.0000,  1.0000,  0.7950,  0.0760,  1.5380
well-102501,554.7500,5,  0.0000,  1.0000,  0.7940,  0.0760,  1.5380
well-102501,555.0000,5,  0.0000,  1.0000,  0.8000,  0.0740,  1.5380
well-102501,555.2500,5,  0.0000,  1.0000,  0.8110,  0.0700,  1.5370
well-102501,555.5000,5,  0.0000,  1.0000,  0.8150,  0.0680,  1.5370
well-102501,555.7500,5,  0.0000,  1.0000,  0.8360,  0.0610,  1.5370
well-102501,556.0000,5,  0.0000,  1.0000,  0.8560,  0.0530,  1.5370
well-102501,556.2500,5,  0.0000,  1.0000,  0.8120,  0.0700,  1.5370
well-102501,556.5000,5,  0.0000,  1.0000,  0.8040,  0.0720,  1.5370
well-102501,556.7500,5,  0.0000,  1.0000,  0.8050,  0.0720,  1.5370
well-102501,557.0000,5,  0.0000,  1.0000,  0.7880,  0.0790,  1.5370
well-102501,557.2500,5,  0.0000,  1.0000,  0.7720,  0.0840,  1.5360
well-102501,557.5000,5,  0.0000,  1.0000,  0.7670,  0.0860,  1.5360
well-102501,557.7500,5,  0.0000,  1.0000,  0.7950,  0.0760,  1.5360
well-102501,558.0000,5,  0.0000,  1.0000,  0.8410,  0.0590,  1.5360
well-102501,558.2500,5,  0.0000,  1.0000,  0.8790,  0.0450,  1.5360
well-102501,558.5000,5,  0.0000,  1.0000,  0.8390,  0.0600,  1.5360
well-102501,558.7500,5,  0.0000,  1.0000,  0.7930,  0.0750,  1.5360
well-102501,559.0000,5,  0.0000,  1.0000,  0.7730,  0.0750,  1.5350
well-102501,559.2500,5,  0.0000,  1.0000,  0.7660,  0.0790,  1.5350
well-102501,559.5000,5,  0.0000,  1.0000,  0.7840,  0.0800,  1.5350
well-102501,559.7500,5,  0.0000,  1.0000,  0.8030,  0.0730,  1.5350
well-102501,560.0000,5,  0.0000,  1.0000,  0.8070,  0.0710,  1.5350
well-102501,560.2500,5,  0.0000,  1.0000,  0.7900,  0.0780,  1.5350
well-102501,560.5000,5,  0.0000,  1.0000,  0.7580,  0.0850,  1.5350
well-102501,560.7500,5,  0.0000,  1.0000,  0.7590,  0.0790,  1.5350
well-102501,561.0000,5,  0.0000,  1.0000,  0.7780,  0.0800,  1.5340
well-102501,561.2500,5,  0.0000,  1.0000,  0.7790,  0.0820,  1.5340
well-102501,561.5000,5,  0.0000,  1.0000,  0.7320,  0.0960,  1.5340
well-102501,561.7500,4,  0.0000,  1.0000,  0.6840,  0.1170,  1.5340
well-102501,562.0000,4,  0.0000,  1.0000,  0.6270,  0.1380,  1.5340
well-102501,562.2500,4,  0.0000,  1.0000,  0.5570,  0.1640,  1.5340
well-102501,562.5000,2,  0.0000,  1.0000,  0.4860,  0.1900,  1.5340
well-102501,562.7500,4,  0.0000,  1.0000,  0.6750,  0.1200,  1.5330
well-102501,563.0000,5,  0.0000,  1.0000,  0.7490,  0.0920,  1.5330
well-102501,563.2500,5,  0.0000,  1.0000,  0.7980,  0.0750,  1.5330
well-102501,563.5000,5,  0.0000,  1.0000,  0.7900,  0.0780,  1.5330
well-102501,563.7500,5,  0.0000,  1.0000,  0.7570,  0.0900,  1.5330
well-102501,564.0000,5,  0.0000,  1.0000,  0.7390,  0.0970,  1.5330
well-102501,564.2500,5,  0.0000,  1.0000,  0.7740,  0.0830,  1.5330
well-102501,564.5000,5,  0.0000,  1.0000,  0.8100,  0.0700,  1.5330
well-102501,564.7500,5,  0.0000,  1.0000,  0.7840,  0.0800,  1.5320
well-102501,565.0000,5,  0.0000,  1.0000,  0.7450,  0.0940,  1.5320
well-102501,565.2500,5,  0.0000,  1.0000,  0.7070,  0.1090,  1.5320
well-102501,565.5000,5,  0.0000,  1.0000,  0.7420,  0.0950,  1.5320
well-102501,565.7500,5,  0.0000,  1.0000,  0.7870,  0.0790,  1.5320
